doi:ID,:LABEL,title,year,journal
10.1128/iai.25.1.357-365.1979,Publication,,,
10.1111/j.1432-1033.1982.tb19787.x,Publication,,,
10.1042/bj1350019,Publication,,,
10.1099/00221287-94-1-180,Publication,,,
10.1042/bj1390535,Publication,,,
10.1016/0008-6215(92)84109-6,Publication,,,
10.1111/j.1348-0421.1983.tb00631.x,Publication,,,
/,Publication,,,
10.1111/j.1348-0421.1985.tb02962.x,Publication,,,
10.1016/j.fitote.2009.08.011,Publication,,,
10.1016/j.carres.2010.03.005,Publication,,,
10.1016/j.ijbiomac.2010.10.015,Publication,,,
10.1016/j.biochi.2005.03.004,Publication,,,
10.1093/abbs/gmr024,Publication,,,
10.1016/j.carres.2009.01.021,Publication,,,
10.1016/j.ijbiomac.2017.11.111,Publication,,,
10.1016/j.carbpol.2015.12.019,Publication,,,
10.1021/acs.jafc.6b05218,Publication,,,
10.1039/c6fo00172f,Publication,,,
10.1007/s10126-015-9611-6,Publication,,,
10.3390/ijms160715560,Publication,,,
10.1016/j.carbpol.2016.08.059,Publication,,,
10.1016/j.carbpol.2022.120452,Publication,,,
10.1016/j.ijbiomac.2018.12.214,Publication,,,
10.1016/j.ijbiomac.2018.10.055,Publication,,,
10.1039/d1fo00297j,Publication,,,
10.1016/bs.pmbts.2019.02.010,Publication,,,
10.1016/j.ijbiomac.2024.131701,Publication,,,
10.1080/14786419.2022.2096605,Publication,,,
10.1016/j.ijbiomac.2021.04.178,Publication,,,
10.1016/j.ijbiomac.2019.10.223,Publication,,,
10.1080/14786419.2018.1471480,Publication,,,
10.1016/j.ijbiomac.2020.06.140,Publication,,,
10.1016/j.ijbiomac.2021.03.088,Publication,,,
10.1016/j.carbpol.2020.116020,Publication,,,
10.1016/j.ijbiomac.2019.11.212,Publication,,,
10.1016/j.ijbiomac.2021.11.060,Publication,,,
10.1016/j.ijbiomac.2019.11.245,Publication,,,
10.1016/j.carres.2022.108698,Publication,,,
10.1016/j.ijbiomac.2020.06.128,Publication,,,
10.1016/j.ijbiomac.2020.01.284,Publication,,,
10.1016/j.ijbiomac.2020.02.034,Publication,,,
10.1016/j.ijbiomac.2016.05.063,Publication,,,
10.1016/j.ijbiomac.2018.01.110,Publication,,,
10.1016/j.carbpol.2014.06.021,Publication,,,
10.1016/j.ijbiomac.2018.02.070,Publication,,,
10.1016/j.ijbiomac.2017.05.191,Publication,,,
10.1080/10286020.2016.1173675,Publication,,,
10.3389/fphar.2022.937581,Publication,,,
10.1016/j.fochx.2023.100621,Publication,,,
10.1016/j.carbpol.2016.11.006,Publication,,,
10.1002/jsfa.11356,Publication,,,
10.1016/j.ijbiomac.2023.123843,Publication,,,
10.1016/j.ijbiomac.2021.06.152,Publication,,,
10.1016/j.ijbiomac.2021.09.038,Publication,,,
10.3390/md15120388,Publication,,,
10.1016/j.ijbiomac.2018.09.192,Publication,,,
10.1016/j.ijbiomac.2017.01.149,Publication,,,
10.1016/j.ijbiomac.2015.10.032,Publication,,,
10.1080/14786419.2017.1423308,Publication,,,
10.1016/j.ijbiomac.2020.11.060,Publication,,,
10.1016/j.ijbiomac.2021.02.163,Publication,,,
10.1016/j.ijbiomac.2022.05.097,Publication,,,
10.1016/j.ijbiomac.2023.123324,Publication,,,
10.1016/j.ijbiomac.2020.02.015,Publication,,,
10.1038/s41598-022-26802-x,Publication,,,
10.1016/j.carbpol.2022.119309,Publication,,,
10.1016/j.carbpol.2020.117516,Publication,,,
10.1016/j.ijbiomac.2019.03.148,Publication,,,
10.1016/j.foodchem.2020.127042,Publication,,,
10.1016/j.ijbiomac.2019.04.087,Publication,,,
10.1111/jfbc.13871,Publication,,,
10.1039/c9fo00860h,Publication,,,
10.3390/molecules28145566,Publication,,,
10.1016/j.ijbiomac.2011.06.012,Publication,,,
10.1142/S0192415X09007387,Publication,,,
10.1016/j.ijbiomac.2017.08.163,Publication,,,
10.1016/j.ijbiomac.2018.05.212,Publication,,,
10.3390/md11114464,Publication,,,
10.3892/or.2015.3921,Publication,,,
10.1016/j.carbpol.2015.08.067,Publication,,,
10.1016/j.ijbiomac.2019.09.141,Publication,,,
10.1016/j.ijbiomac.2022.02.038,Publication,,,
10.1016/j.ijbiomac.2019.01.159,Publication,,,
10.1016/j.foodchem.2020.127257,Publication,,,
10.1016/j.ijbiomac.2019.09.046,Publication,,,
10.1016/j.ijbiomac.2019.02.102,Publication,,,
10.1016/j.ijbiomac.2020.06.028,Publication,,,
10.1016/j.ijbiomac.2018.02.151,Publication,,,
10.3390/molecules21060697,Publication,,,
10.1016/j.ijbiomac.2017.12.107,Publication,,,
10.1016/j.carbpol.2016.02.049,Publication,,,
10.1016/j.ijbiomac.2016.01.036,Publication,,,
10.1016/j.ijbiomac.2018.03.019,Publication,,,
10.1016/j.ijbiomac.2018.05.192,Publication,,,
10.1016/j.ijbiomac.2016.11.039,Publication,,,
10.1016/j.carres.2014.06.004,Publication,,,
10.1016/j.ijbiomac.2022.04.193,Publication,,,
10.1016/j.ijbiomac.2020.09.168,Publication,,,
10.3389/fnut.2023.1119583,Publication,,,
10.1002/jsfa.12808,Publication,,,
10.3892/ol.2020.11761,Publication,,,
10.1039/d0fo03020a,Publication,,,
10.1007/s13659-023-00384-1,Publication,,,
10.3389/fnut.2022.942241,Publication,,,
10.1016/j.carres.2009.08.042,Publication,,,
10.3390/md14090170,Publication,,,
10.1016/j.carbpol.2017.08.117,Publication,,,
10.3390/molecules22061016,Publication,,,
10.1016/j.ijbiomac.2018.11.238,Publication,,,
10.1016/j.carbpol.2016.03.061,Publication,,,
10.1016/j.ijbiomac.2013.03.033,Publication,,,
10.1016/j.carbpol.2016.10.082,Publication,,,
10.1016/j.carbpol.2017.03.018,Publication,,,
10.1016/j.carbpol.2014.02.042,Publication,,,
10.1016/j.ijbiomac.2023.124142,Publication,,,
10.1016/j.ijbiomac.2023.123984,Publication,,,
10.1016/j.carbpol.2021.118960,Publication,,,
10.1016/j.carbpol.2019.115477,Publication,,,
10.1016/j.ijbiomac.2021.08.185,Publication,,,
10.1016/j.carbpol.2019.01.044,Publication,,,
10.1016/j.ijbiomac.2018.11.085,Publication,,,
10.1016/j.carbpol.2020.117389,Publication,,,
10.1016/j.carbpol.2022.119822,Publication,,,
10.1016/j.ijbiomac.2019.11.071,Publication,,,
10.1111/jfbc.14380,Publication,,,
10.1016/j.ijbiomac.2023.123673,Publication,,,
10.1016/j.carbpol.2020.115895,Publication,,,
10.1016/j.jep.2020.112833,Publication,,,
10.1002/cbdv.202001010,Publication,,,
10.1016/j.carbpol.2019.115038,Publication,,,
10.1016/j.carbpol.2019.03.099,Publication,,,
10.1016/j.ijbiomac.2020.02.195,Publication,,,
10.1016/j.carbpol.2022.120216,Publication,,,
10.1016/j.ijbiomac.2021.01.039,Publication,,,
10.1016/j.carbpol.2021.118288,Publication,,,
10.1111/jfbc.13135,Publication,,,
10.1016/j.ijbiomac.2023.127463,Publication,,,
10.1016/j.carres.2021.108358,Publication,,,
10.1021/jf301088x,Publication,,,
10.1016/j.carbpol.2013.10.024,Publication,,,
10.1016/j.ijbiomac.2014.03.032,Publication,,,
10.1016/j.carbpol.2016.02.067,Publication,,,
10.1016/j.carbpol.2022.119742,Publication,,,
10.1016/j.carres.2021.108398,Publication,,,
10.1016/j.carbpol.2019.115728,Publication,,,
10.1016/j.ijbiomac.2020.03.058,Publication,,,
10.1016/j.ijbiomac.2019.01.158,Publication,,,
10.1172/JCI112328,Publication,,,
10.1042/bj1050317,Publication,,,
10.1016/s0008-6215(00)84962-9,Publication,,,
unfounded,Publication,,,
10.1042/bj2730307,Publication,,,
10.1128/jb.166.1.66-71.1986,Publication,,,
10.1016/s0008-6215(00)83495-3,Publication,,,
10.1042/bj2000093,Publication,,,
10.1016/s0008-6215(00)87023-8,Publication,,,
10.1016/s0008-6215(00)84083-5,Publication,,,
10.1002/jobm.3630210704,Publication,,,
10.1159/000233084,Publication,,,
10.1111/j.1432-1033.1969.tb19598.x,Publication,,,
10.1128/iai.48.2.324-330.1985,Publication,,,
10.1139/o90-112,Publication,,,
10.1016/0141-8130(89)90058-5,Publication,,,
10.1139/o80-050,Publication,,,
10.1128/JVI.29.1.336-343.1979,Publication,,,
10.1128/jb.118.3.848-854.1974,Publication,,,
10.1016/s0008-6215(00)87019-6,Publication,,,
10.1042/bj0980522,Publication,,,
10.1016/0304-4165(86)90142-x,Publication,,,
10.1016/0304-4165(78)90252-0,Publication,,,
10.1139/o86-097,Publication,,,
10.1042/bj1090419,Publication,,,
10.1002/neu.480200603,Publication,,,
10.1111/j.1432-1033.1983.tb07310.x,Publication,,,
10.1007/BF00229898,Publication,,,
10.1016/j.ijbiomac.2010.04.011,Publication,,,
10.1016 /j.ijbiomac.2010.10.015,Publication,,,
10.1016/s0008-6215（01）00104-5,Publication,,,
10.1021/bm100402n,Publication,,,
10.3390/ijms15035140,Publication,,,
10.1016/j.ijbiomac.2022.05.096,Publication,,,
10.1016/j.ijbiomac.2020.10.071,Publication,,,
10.1016/j.carbpol.2020.117080,Publication,,,
10.3390/jof9050514,Publication,,,
10.1016/j.ijbiomac.2023.128588,Publication,,,
10.1016/j.ijbiomac.2023.129187,Publication,,,
10.1016/j.ijbiomac.2023.128822,Publication,,,
10.1016/j.carbpol.2023.121709,Publication,,,
10.1186/s40538-023-00447-y,Publication,,,
10.1007/s13399-023-05014-x,Publication,,,
10.1016/j.ijbiomac.2010.02.006,Publication,,,
10.1002/pca.1235,Publication,,,
10.1016/B978-0-12-385520-6.00004-2,Publication,,,
10.1016/j.foodchem.2012.05.071,Publication,,,
10.1134/s1068162012070242,Publication,,,
10.1016/j.carbpol.2012.04.067,Publication,,,
10.1007/s11705-010-0002-2,Publication,,,
10.1016/j.indcrop.2010.12.003,Publication,,,
10.1016/j.carbpol.2011.05.052,Publication,,,
10.1016/j.carbpol.2012.03.043,Publication,,,
10.1016/j.carres.2011.09.034,Publication,,,
10.1016/j.ijbiomac.2010.09.003,Publication,,,
10.1016/j.carbpol.2012.01.039,Publication,,,
10.1016/j.carbpol.2011.04.020,Publication,,,
10.1016/j.carbpol.2010.06.048,Publication,,,
10.1016/j.ijbiomac.2012.01.021,Publication,,,
10.1016/j.carres.2010.06.009,Publication,,,
10.1016/j.phytochem.2011.08.02,Publication,,,
10.1016/j.carbpol.2010.08.014,Publication,,,
10.1007/s11274-012-1005-6,Publication,,,
10.1134/s1068162012070230,Publication,,,
10.1016/j.carbpol.2010.04.010,Publication,,,
10.1128/IAI.00111-10,Publication,,,
10.1002/mnfr.200900009,Publication,,,
10.1016/j.carbpol.2010.12.012,Publication,,,
10.1016/j.carbpol.2012.07.044,Publication,,,
10.1039/c2fo10279j,Publication,,,
10.1016/j.chroma.2010.07.036,Publication,,,
10.1007/s10811-011-9690-3,Publication,,,
10.1016/j.foodres.2011.10.035,Publication,,,
10.1016/j.foodchem.2011.08.020,Publication,,,
10.1007/s10600-011-9818-3,Publication,,,
10.1016/j.carbpol.2010.12.033,Publication,,,
10.1016/j.carbpol.2012.01.044,Publication,,,
10.1016/j.foodhyd.2010.04.010,Publication,,,
10.1021/bm200260d,Publication,,,
10.1248/cpb.58.507,Publication,,,
10.1016/j.foodchem.2011.11.010,Publication,,,
10.1007/s00253-009-2296-x,Publication,,,
10.1007/s11802-012-2107-3,Publication,,,
10.1016/j.fitote.2012.09.005,Publication,,,
10.1016/j.ijbiomac.2010.12.003,Publication,,,
10.1016/j.carbpol.2011.06.006,Publication,,,
10.1016/j.carres.2012.09.006,Publication,,,
10.3390/agriculture2040452,Publication,,,
10.1016/j.ijbiomac.2010.02.002,Publication,,,
10.1016/j.carbpol.2011.08.034,Publication,,,
10.1016/j.carbpol.2012.04.049,Publication,,,
10.1016/j.carbpol.2012.03.005,Publication,,,
10.1016/j.carbpol.2010.01.017,Publication,,,
10.3390/md9102106,Publication,,,
10.1016/j.carbpol.2011.12.018,Publication,,,
10.1080/15583724.2012.668154,Publication,,,
10.1016/j.carbpol.2010.08.050,Publication,,,
10.1016/j.carres.2010.04.004,Publication,,,
10.1186/1472-6882-11-58,Publication,,,
10.1080/14786410903182212,Publication,,,
10.1016/j.carbpol.2010.06.025,Publication,,,
10.1007/s00449-011-0609-9,Publication,,,
10.1002/bit.22557,Publication,,,
10.1016/j.foodchem.2010.06.038,Publication,,,
10.1016/j.foodchem.2011.06.029,Publication,,,
10.2174/092986710791556069,Publication,,,
10.1016/j.biomaterials.2012.01.007,Publication,,,
10.1021/jf301552t,Publication,,,
10.1021/bm100397p,Publication,,,
10.1016/j.ijbiomac.2010.04.010,Publication,,,
10.1016/j.carbpol.2010.04.020,Publication,,,
10.1016/j.carres.2012.06.016,Publication,,,
10.1109/HHBE.2011.6028383,Publication,,,
10.1016/j.carbpol.2010.08.040,Publication,,,
10.1016/j.carbpol.2010.12.071,Publication,,,
10.1016/j.ijbiomac.2011.09.017,Publication,,,
10.1016/j.carbpol.2011.07.056,Publication,,,
10.1016/j.ijbiomac.2011.06.016,Publication,,,
10.1016/j.fitote.2012.09.029,Publication,,,
10.1016/j.fitote.2009.11.008,Publication,,,
10.1007/s00226-010-0320-z,Publication,,,
10.1007/s12161-011-9312-3,Publication,,,
10.1111/j.1365-2621.2010.02388.x,Publication,,,
10.5897/JPP10.025,Publication,,,
10.1016/j.foodhyd.2009.12.010,Publication,,,
10.1016/j.carbpol.2011.08.053,Publication,,,
10.19540/j.cnki.cjcmm.20190701.103,Publication,,,
10.1016/bs.pmbts.2019.03.003,Publication,,,
10.1016/j.carres.2020.108037,Publication,,,
10.1016/j.procbio.2019.02.020,Publication,,,
10.1016/j.foodhyd.2019.105586,Publication,,,
10.1016/j.ijbiomac.2018.08.143,Publication,,,
10.1016/j.indcrop.2020.112895,Publication,,,
10.1016/j.ijbiomac.2020.10.168,Publication,,,
10.1016/j.ijbiomac.2019.01.178,Publication,,,
10.1016/j.ijbiomac.2020.04.133,Publication,,,
10.1016/j.carbpol.2019.115362,Publication,,,
10.1016/j.fshw.2019.12.006,Publication,,,
10.1016/j.carbpol.2020.116355,Publication,,,
10.1016/j.ijbiomac.2019.04.059,Publication,,,
10.1016/j.ijbiomac.2019.09.168,Publication,,,
10.1016/j.ijbiomac.2017.08.034,Publication,,,
10.1016/j.ijbiomac.2019.05.129,Publication,,,
10.1016/j.carbpol.2019.115688,Publication,,,
10.3390/molecules24173122,Publication,,,
10.1016/j.ijbiomac.2018.11.194,Publication,,,
10.3390/md18120595,Publication,,,
10.1016/j.ijbiomac.2018.02.003,Publication,,,
10.1016/j.carbpol.2017.10.026,Publication,,,
10.1016/j.carbpol.2018.06.098,Publication,,,
10.1016/j.carbpol.2017.10.099,Publication,,,
10.3390/nu11051181,Publication,,,
10.3390/md16020063,Publication,,,
10.1016/j.algal.2019.101750,Publication,,,
10.1016/j.ijbiomac.2017.12.034,Publication,,,
10.1016/j.algal.2020.101853,Publication,,,
10.1016/j.ijbiomac.2018.11.079,Publication,,,
10.1016/j.foodchem.2018.08.012,Publication,,,
10.1016/j.ijbiomac.2018.01.196,Publication,,,
10.1016/j.foodhyd.2019.105396,Publication,,,
10.1016/B978-0-12-817055-7.00026-1,Publication,,,
10.1016/j.ijbiomac.2018.01.059,Publication,,,
10.1111/ijfs.14408,Publication,,,
10.1016/j.carbpol.2017.12.048,Publication,,,
10.3390/molecules24081485,Publication,,,
10.1016/j.ijbiomac.2019.12.222,Publication,,,
10.1016/j.ijbiomac.2020.10.113,Publication,,,
10.1248/bpb.b19-00978,Publication,,,
10.1016/j.foodchem.2018.03.052,Publication,,,
10.1016/j.ijbiomac.2019.03.029,Publication,,,
10.1016/j.ijbiomac.2020.02.018,Publication,,,
10.1016/j.ijbiomac.2019.05.211,Publication,,,
10.1016/j.ijbiomac.2020.02.168,Publication,,,
10.1016/j.carbpol.2020.116595,Publication,,,
10.1016/j.ijbiomac.2019.08.161,Publication,,,
10.1016/j.ijbiomac.2018.01.005,Publication,,,
10.1016/j.ijbiomac.2019.04.077,Publication,,,
10.1016/j.carbpol.2017.11.022,Publication,,,
10.1016/j.carbpol.2017.12.083,Publication,,,
10.1016/j.ijbiomac.2018.02.042,Publication,,,
10.1016/j.ijbiomac.2019.11.201,Publication,,,
10.1016/j.ijbiomac.2018.12.231,Publication,,,
10.1016/j.carbpol.2018.05.028,Publication,,,
10.1016/j.ijbiomac.2018.07.098,Publication,,,
10.1039/C9RA02977J,Publication,,,
10.1016/j.ijbiomac.2019.06.110,Publication,,,
10.1016/j.ijbiomac.2018.07.109,Publication,,,
10.1016/j.ijbiomac.2020.05.274,Publication,,,
10.1016/j.ijbiomac.2020.08.150,Publication,,,
10.1016/j.carbpol.2018.05.037,Publication,,,
10.1073/pnas.1904099116,Publication,,,
10.1002/advs.201700513,Publication,,,
10.1016/j.ijbiomac.2018.07.082,Publication,,,
10.1016/j.ijbiomac.2020.03.072,Publication,,,
10.3389/fpls.2020.587610,Publication,,,
10.1021/acs.jnatprod.8b00238,Publication,,,
10.1016/j.ijbiomac.2020.08.202,Publication,,,
10.1016/j.ijbiomac.2018.01.010,Publication,,,
10.1016/j.ijbiomac.2017.08.135,Publication,,,
10.1007/s13205-020-02175-8,Publication,,,
10.1016/j.foodhyd.2018.05.025,Publication,,,
10.1016/j.ijbiomac.2019.01.043,Publication,,,
10.1016/j.ijbiomac.2019.08.170,Publication,,,
10.1016/j.ijbiomac.2019.05.166,Publication,,,
10.1016/j.ijbiomac.2019.01.042,Publication,,,
10.3390/molecules24091834,Publication,,,
10.1016/j.procbio.2020.03.005,Publication,,,
10.1016/j.ijbiomac.2020.02.054,Publication,,,
10.1016/j.ijbiomac.2020.06.182,Publication,,,
10.1016/j.ijbiomac.2020.01.059,Publication,,,
10.1016/j.foodhyd.2017.12.002,Publication,,,
10.1016/j.ijbiomac.2019.09.244,Publication,,,
10.1016/j.ijbiomac.2019.11.196,Publication,,,
10.1016/j.ijbiomac.2019.04.029,Publication,,,
10.1111/ijfs.13788,Publication,,,
10.1016/j.ijbiomac.2019.09.151,Publication,,,
10.1016/j.ijbiomac.2020.02.147,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2020.02.147,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2020.02.226,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2020.06.206,Publication,,,
https://doi.org/10.1111/ijfs.14501,Publication,,,
https://doi.org/10.1016/j.carbpol.2018.02.036,Publication,,,
https://doi.org/10.1016/j.carbpol.2018.09.068,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2019.04.176,Publication,,,
https://doi.org/10.1016/j.carbpol.2017.12.065,Publication,,,
https://doi.org/10.1016/j.fct.2020.111754,Publication,,,
https://doi.org/10.1080/1040841X.2020.1794788,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2019.05.157,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2019.11.095,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2019.06.198,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2017.12.016,Publication,,,
10.1016/j.carbpol.2018.02.036,Publication,,,
https://doi.org/10.1016/j.fitote.2017.11.016,Publication,,,
https://doi.org/10.1016/j.carbpol.2018.06.042,Publication,,,
https://doi.org/10.1016/j.ijbiomac.2018.10.201,Publication,,,
https://doi.org/10.1080/14786419.2018.1452017,Publication,,,
https://doi.org/10.3390/molecules24071218,Publication,,,
https://doi.org/10.1111/tpj.14977,Publication,,,
10.1016/j.foodchem.2014.08.097,Publication,,,
10.1021/acs.jafc.5b05180,Publication,,,
10.1016/j.ijbiomac.2015.08.020,Publication,,,
10.1021/jf505909k,Publication,,,
10.1016/j.carbpol.2015.04.055,Publication,,,
10.1016/j.lwt.2016.07.005,Publication,,,
10.1007/s10126-015-9643-y,Publication,,,
10.1016/j.ijbiomac.2016.09.076,Publication,,,
10.1016/j.carbpol.2014.05.069,Publication,,,
10.1016/j.carres.2013.12.009,Publication,,,
10.1007/s00253-015-7260-3,Publication,,,
10.1016/j.carbpol.2015.12.050,Publication,,,
10.1094/CCHEM-03-15-0056-R,Publication,,,
10.1016/j.carbpol.2015.09.035,Publication,,,
10.1039/C4RA13350A,Publication,,,
10.1016/j.ijbiomac.2015.10.069,Publication,,,
10.1016/j.jpba.2016.06.051,Publication,,,
10.1016/j.carres.2014.12.014,Publication,,,
10.1016/j.carbpol.2015.03.011,Publication,,,
10.1016/j.carbpol.2015.02.028,Publication,,,
10.1016/j.carbpol.2014.09.082,Publication,,,
10.1021/jf505915t,Publication,,,
10.1016/j.carbpol.2014.07.068,Publication,,,
10.1016/j.carbpol.2014.12.065,Publication,,,
10.1016/j.ijbiomac.2014.12.013,Publication,,,
10.1016/j.carbpol.2016.02.030,Publication,,,
10.1007/s10068-015-0210-0,Publication,,,
10.1016/j.carbpol.2016.01.040,Publication,,,
10.1016/j.carbpol.2014.12.085,Publication,,,
10.1016/j.carbpol.2014.10.019,Publication,,,
10.5344/ajev.2014.14114,Publication,,,
10.1590/S1982-56762014000200001,Publication,,,
10.1007/s10811-014-0293-7,Publication,,,
10.1016/j.carres.2014.03.001,Publication,,,
10.1007/s00217-014-2306-9,Publication,,,
10.3390/md12094984,Publication,,,
10.1016/j.foodhyd.2014.07.004,Publication,,,
10.3390/molecules190913432,Publication,,,
10.1016/j.ijbiomac.2014.08.026,Publication,,,
10.1016/j.carres.2014.02.020,Publication,,,
10.1615/IntJMedMushrooms.v17.i2.60,Publication,,,
